Iter,Time,LogLik
213,266.491,-8339350.62416101
214,267.729,-8338929.10347621
215,268.941,-8338589.85509686
216,270.163,-8338143.69051071
217,271.393,-8337777.80003797
218,272.655,-8337354.50909728
219,273.866,-8336952.59534391
220,275.090,-8336763.45202156
221,276.333,-8336442.76175563
222,277.561,-8336042.49857989
223,278.786,-8335666.76889065
224,279.984,-8335309.73750600
225,281.242,-8334937.08716525
226,282.463,-8334486.61231313
227,283.704,-8334094.38636841
228,284.913,-8333742.09842800
229,286.109,-8333330.66015420
230,287.325,-8332958.10785463
231,288.592,-8332665.34846859
232,289.833,-8332398.61800127
233,291.047,-8332137.21365928
234,292.279,-8331767.49423287
235,293.503,-8331503.64570843
236,294.757,-8331212.35147967
237,295.994,-8330888.05943388
238,297.212,-8330460.02775953
239,298.427,-8330111.48533347
240,299.647,-8329706.91403943
241,300.889,-8329296.90782789
242,302.126,-8328994.83206791
243,303.360,-8328755.45723619
244,304.574,-8328416.68089172
245,305.849,-8328101.46940397
246,307.058,-8327709.39500989
247,308.266,-8327572.11840277
248,309.476,-8327294.64706520
249,310.713,-8326970.89746708
250,311.955,-8326706.80289058
251,313.183,-8326390.78105419
252,314.405,-8325921.96602891
253,315.618,-8325554.78515853
254,316.846,-8325160.49967233
255,318.068,-8324938.34965883
256,319.290,-8324635.65740013
257,320.526,-8324341.73908388
258,321.777,-8324054.54008061
259,323.025,-8323884.33621334
260,324.246,-8323541.11537774
261,325.511,-8323232.61952992
262,326.754,-8322930.72790718
263,328.004,-8322657.59199570
264,329.224,-8322239.59647091
265,330.452,-8322051.08907517
266,331.693,-8321765.77458901
267,332.913,-8321458.60617139
268,334.151,-8321204.93645694
269,335.401,-8320917.93022148
270,336.597,-8320628.11740043
271,337.829,-8320299.62895923
272,339.037,-8319996.83997174
273,340.304,-8319669.06093381
274,341.511,-8319284.61897133
275,342.749,-8318991.74518297
276,343.959,-8318844.25743720
277,345.189,-8318629.79118734
278,346.398,-8318413.21735406
279,347.683,-8318143.64903462
280,348.921,-8317870.24281066
281,350.173,-8317622.33076039
282,351.403,-8317334.02446167
283,352.658,-8316979.55028854
284,353.860,-8316687.23039514
285,355.087,-8316349.35721596
286,356.323,-8315968.58689398
287,357.571,-8315789.01161778
288,358.808,-8315592.79060682
289,360.013,-8315326.84165534
